Player,Runs,ScoreRate,Country,centuries,missed centuries,ducks
Ashif A Mulla,482.0,80.43333333333332,24,0,0,2
Darren J Reekers,481.0,98.33526315789473,19,1,0,3
Barney G Rogers,478.0,51.352666666666664,15,0,0,2
Dean A Minors,478.0,65.777,20,0,0,1
Shane Lee,477.0,90.62028571428573,35,0,0,3
Ahmed Shehzad,477.0,56.87684210526315,19,2,0,2
Carlisle A Best,473.0,65.5986956521739,23,1,0,2
Andrew J Bichel,471.0,80.76833333333335,36,0,0,5
Tom N de Grooth,467.0,54.857333333333344,30,0,1,1
Kane S Williamson,466.0,64.600625,16,2,0,3
Ashantha L F De Mel,466.0,75.20073170731705,41,0,0,6
Ashok Malhotra,457.0,68.2336842105263,19,0,0,0
Wesley Barresi,457.0,59.285263157894754,19,0,0,3
Mudassar Bukhari,456.0,75.80178571428573,28,0,0,3
Chetan Sharma,456.0,93.39771428571429,35,1,0,3
Graeme P Swann,455.0,91.9046511627907,43,0,0,2
Geoffrey E F  Barnett,455.0,57.573181818181816,22,0,0,1
Minhajul Abedin,453.0,41.68076923076923,27,0,0,3
Nathan L McCullum,450.0,77.32874999999999,24,0,0,2
Mehrab Hossain,449.0,49.03166666666666,18,1,0,2
Rana M Haq,445.0,56.53541666666667,24,0,0,1
Tony E Blain,442.0,62.82842105263157,38,0,0,7
Sampathawudage A R Silva,441.0,44.4655,20,0,0,1
Gundappa R Viswanath,439.0,50.36391304347826,23,0,0,1
James P Maher,438.0,61.77149999999999,20,0,1,1
Peter L Taylor,437.0,76.24127659574471,47,0,0,5
Ali H Omarshah,437.0,49.55892857142857,28,0,0,4
Dipak N Chudasama,434.0,58.8936842105263,19,1,0,2
Malcolm N Waller,434.0,75.16499999999999,20,0,1,2
Craig J McDermott,432.0,72.76833333333333,78,0,0,18
Colin J O Smith ,432.0,57.443599999999996,25,0,0,3
Mohammad Nabi,429.0,92.01625000000001,16,0,0,1
Derek R Pringle,425.0,69.152,30,0,0,3
Ajay K Sharma,424.0,82.73074074074074,27,0,0,2
Robert C Russell,423.0,79.47903225806449,31,0,0,0
Rakeep R Patel,419.0,50.89920000000001,25,0,1,3
Andre R Adams,419.0,88.98176470588236,34,0,0,2
Seren Waters,419.0,49.801500000000004,20,0,0,2
Carlton S Baugh,418.0,66.67066666666668,30,0,0,1
Courtney O Browne,415.0,67.603125,32,0,0,3
Gary B Brent,408.0,65.51629629629629,54,0,0,5
Clayton B Lambert,407.0,72.19583333333334,12,1,0,1
Ian R Bishop,405.0,72.42522727272727,44,0,0,4
Eddo A Brandes,404.0,86.45243902439022,42,0,0,3
Forster Mutizwa,403.0,71.414,15,0,0,2
Ian D Blackwell,403.0,71.21758620689656,29,0,0,6
Jeremy P Bray,401.0,46.63066666666668,15,2,0,2
Sharma Madan Lal,401.0,62.12342857142856,35,0,0,1
Ronald G De Alwis,401.0,80.83925925925925,27,0,0,2
Timotheus B M de Leede,400.0,50.52000000000001,25,0,0,4
W Saman Jayantha,400.0,61.91235294117647,17,0,0,2
Mushtaq Ahmed,399.0,63.4582894736842,76,0,0,18
Desmond R Chumney,397.0,70.67999999999999,21,0,0,0
Hiral Patel ,395.0,75.9222222222222,18,0,0,1
Shoaib Akhtar,394.0,59.31119047619046,84,0,0,23
Adam C  Voges,392.0,89.34714285714286,14,0,0,0
Thilan Thushara,392.0,82.78333333333333,27,0,0,5
Stuart C J  Broad,392.0,61.19958333333332,48,0,0,9
Farhad Reza,390.0,54.745172413793114,29,0,0,4
Peter J Ongondo,389.0,63.75709677419354,62,0,0,13
Richard D Berrington,387.0,78.4388888888889,18,0,0,2
Ashley F Giles,385.0,66.13685714285714,35,0,0,5
Nawroz Mangal,384.0,82.79823529411765,17,0,0,1
Kyle J Coetzer,384.0,83.22444444444444,9,0,0,1
Hannan Sarkar,383.0,41.655,20,0,0,2
Sadiq Mohammad,383.0,45.37473684210527,19,0,0,0
Dirk M Wellham,379.0,57.102941176470594,17,0,1,0
Mark H Dekker,379.0,47.31636363636364,22,0,0,0
Geoffrey F Lawson,378.0,66.04038461538462,52,0,0,12
Umar Bhatti,378.0,77.88466666666666,30,0,0,3
Amarbir S Hansra,377.0,60.039375,16,0,0,0
Alviro N Petersen,377.0,79.47250000000001,12,0,0,0
Mark R Ramprakash,376.0,66.40777777777777,18,0,0,1
Xavier M Marshall,375.0,57.63041666666667,24,1,0,5
Colin A Ingram,374.0,87.32272727272728,11,2,0,0
Clairmonte C Lewis,374.0,81.5035,40,0,0,6
Al Sahariar Rokon,374.0,45.983793103448285,29,0,0,6
Syed M H Kirmani,373.0,53.28064516129031,31,0,0,2
Dandeniyage S De Silva,371.0,55.27448275862068,29,0,0,0
Sewnarine Chattergoon,370.0,49.10941176470588,17,0,0,2
Raymond W Price,366.0,55.80392857142857,56,0,0,11
Asghar Stanikzai,366.0,49.087058823529404,17,0,0,1
Warrick M Darling,363.0,54.65277777777777,18,0,0,0
Shahriar Hossain,362.0,35.38,20,0,1,4
Saba Karim,362.0,60.66777777777778,27,0,0,3
Noor Ali Zadran,362.0,69.87769230769231,13,1,0,0
William K McCallan,361.0,70.37357142857142,28,0,0,6
Mushfiqur Rahman,360.0,48.64959999999999,25,0,0,4
Ronald C Irani,360.0,64.15633333333331,30,0,0,7
Brijal J Patel,360.0,36.56399999999999,25,0,0,4
Alistair D Brown,354.0,64.613125,16,1,0,2
Nasir Jamshed,353.0,84.91,12,0,0,1
Wajahatullah Wasti,349.0,42.12733333333334,15,0,0,1
L Dinesh Chandimal,348.0,77.99,12,2,0,1
Zahid Fazal,348.0,60.95499999999999,18,0,1,0
Robert D B Croft,345.0,73.85972222222222,36,0,0,4
Gallage P Wickremasinghe,344.0,60.45703124999999,64,0,0,13
Demuni N T Zoysa,343.0,81.76808510638298,47,0,0,8
Ajinkya M Rahane,340.0,67.31,10,0,1,1
Hrishikesh H Kanitkar,339.0,70.21518518518518,27,0,0,2
Christopher M Old,338.0,74.33359999999999,25,0,0,4
Steven D Outerbridge,338.0,45.53739130434783,23,0,0,4
Bevan E Congdon,338.0,58.120000000000005,9,1,0,0
Tapash Baisya,336.0,61.0929268292683,41,0,0,4
Nathan M Hauritz,336.0,90.65999999999998,32,0,0,2
Mark G Burgess,336.0,58.11600000000001,20,0,0,1
Neil T Broom,333.0,50.55954545454545,22,0,0,6
Morne N van Wyk,331.0,60.50692307692308,13,0,0,3
Saleem Mukuddem,331.0,46.08888888888889,18,0,0,3
Manjural Islam Rana,331.0,53.28238095238095,21,0,0,1
Asif Iqbal,330.0,69.60499999999999,8,0,0,0
Zubin E Surkari,328.0,48.29090909090908,22,0,0,1
David J Capel,327.0,65.24526315789474,19,0,0,0
Michael H Yardy,326.0,68.11375000000001,24,0,0,1
Mluleki L Nkala,324.0,52.47171428571428,35,0,0,5
Richard P Snell,322.0,91.76107142857141,28,0,0,2
Klass-Jan J van Noortwijk,322.0,68.78555555555556,9,1,0,1
Courtney A Walsh,321.0,62.70848101265821,79,0,0,19
Richard B McCosker,320.0,34.33785714285714,14,0,1,2
Douglas R Brown,319.0,70.84958333333334,24,0,0,3
Harry P Rinke,319.0,57.671666666666674,18,0,0,2
Steven P D Smith,317.0,93.93833333333333,18,0,0,2
Alexander G Cremer,316.0,65.83481481481482,27,0,0,1
Liam E Plunkett,315.0,90.95880000000001,25,0,0,2
Mohammad Sami,314.0,72.52934782608693,46,0,0,9
Faisal Iqbal,314.0,47.503125,16,1,0,3
Barry Wood,314.0,47.304999999999986,12,0,0,1
Nixon A M McLean,314.0,71.1464705882353,34,0,0,7
Blair R Hartland,311.0,42.833749999999995,16,0,0,1
Roy C Fredericks,311.0,61.30666666666667,12,1,0,0
Nikhil Chopra,310.0,61.82384615384616,26,0,0,1
Ben C Hollioake,309.0,63.34294117647058,17,0,0,3
Nafis Iqbal,309.0,47.894999999999996,16,0,0,1
Samit R Patel,306.0,91.42846153846155,13,0,0,0
Dale M Benkenstein,305.0,58.30249999999999,20,0,0,3
Separamadu L Malinga,303.0,73.9242222222222,45,0,0,13
Lungile L  Bosman,301.0,76.44666666666667,12,0,0,2
Christopher M W Read,300.0,62.67875000000001,24,0,0,5
Samiullah Shenwari,300.0,65.64,12,0,0,0
Winston K M Benjamin,298.0,66.3151923076923,52,0,0,13
Paul A Nixon,297.0,89.3161111111111,18,0,0,2
Zahoor Elahi,297.0,39.32071428571429,14,0,0,3
Derek N Crookes,296.0,62.22043478260869,23,0,0,3
Deryck L Murray,295.0,64.14444444444445,18,0,0,0
Daryl R Tuffey,295.0,64.78461538461538,52,0,0,13
Andrew J Pycroft,295.0,42.922105263157896,19,0,0,2
Adrian Barath,294.0,51.537,10,1,0,1
Shane E Bond,292.0,70.22425,40,0,0,5
Dermot A Reeve,291.0,75.92952380952381,21,0,0,0
Rawl N Lewis,291.0,87.04142857142857,21,0,0,2
Sanwar Hossain,290.0,50.18925925925925,27,0,0,2
Chandrakant S Pandit,290.0,61.96608695652175,23,0,0,3
Karim Sadiq ,290.0,55.92666666666666,15,1,0,3
Jason N Gillespie,289.0,61.819743589743574,39,0,0,9
Francois du Plessis,288.0,85.7375,12,0,0,0
Llorne G Howell,287.0,55.49166666666665,12,0,0,1
Ian D R Bradshaw,287.0,50.79941176470588,34,0,0,7
Kevin M Curran,287.0,59.65090909090909,11,0,0,1
Victor J Marks,285.0,60.81583333333334,24,0,0,0
David Lloyd,285.0,42.306250000000006,8,1,0,0
Umar Gul,284.0,57.54261904761905,42,0,0,8
Lucas P van Troost,284.0,60.128499999999995,20,0,0,3
John A R Blain,282.0,66.704,26,0,0,3
Michael A Holding,282.0,51.40952380952382,42,0,0,12
Collis L King,280.0,86.24142857142856,14,0,0,2
Reetinder S Sodhi,280.0,68.09285714285714,14,0,0,0
Aldesh V Vadher,278.0,50.086875000000006,16,0,0,1
Praveen Kumar,276.0,75.23935483870967,31,0,0,3
Mehrab Hossain Jr,276.0,35.95,16,0,0,1
Adam M Bacher,270.0,50.5,13,0,0,0
Anthony W Greig,269.0,76.15526315789472,19,0,0,1
Kirtivardhan Azad,269.0,58.03190476190478,21,0,0,3
Anshuman D Gaekwad,269.0,41.99928571428571,14,0,0,2
Joseph L Denly,268.0,63.357777777777784,9,0,0,0
Aaqib Javed,267.0,64.44254901960784,51,0,0,11
David A Miller,267.0,94.6076923076923,13,0,0,1
Michael H Denness,264.0,70.1,11,0,0,1
Sandeep Jyoti,264.0,37.79615384615384,13,1,0,3
Naved Latif,262.0,53.41545454545455,11,1,0,1
Kenneth J Wadsworth,258.0,65.715,10,1,0,1
Mahela L Udawatte,257.0,52.16333333333333,9,0,0,1
Andre D S Fletcher,256.0,54.21533333333333,15,0,0,2
Sameer S Dighe,256.0,52.07588235294117,17,0,1,2
Ross Edwards,255.0,61.91625,8,0,0,1
Sanjeeva Ranatunga,253.0,45.666363636363634,11,0,0,0
Nikita O Miller,252.0,82.11916666666669,24,0,0,5
John F M Morrison,252.0,54.30466666666667,15,0,0,0
Iain P Butchart,252.0,52.95937500000001,16,0,0,2
Jekon Edness,252.0,56.67818181818182,11,0,0,1
Ruvindu Gunasekera,251.0,50.54583333333334,12,0,0,1
James A H Marshall,250.0,45.999,10,1,0,2
Clive T Radley,250.0,61.775,4,1,0,0
Sohail Tanvir,249.0,86.08454545454548,22,0,0,2
Andrew R Caddick,249.0,67.8457894736842,38,0,0,6
Graeme F Labrooy,249.0,67.4811111111111,36,0,0,6
Robert H Vance,248.0,41.379999999999995,8,0,1,0
John M Parker,248.0,48.340999999999994,21,0,0,1
Richard B Reid,248.0,50.68444444444444,9,0,0,0
Martin A Suji,247.0,45.57711538461538,52,0,0,12
Alan Turner,247.0,84.51666666666667,6,1,0,0
Adrian D Mascarenhas,245.0,93.72846153846154,13,0,0,2
Qaiser Ali,244.0,46.771764705882354,17,0,0,3
Steven M Davies,244.0,96.055,8,0,0,1
Brijesh P Patel,243.0,57.57111111111111,9,0,0,0
Navdeep S Poonia,243.0,36.305238095238096,21,0,0,7
Paul R Downton,242.0,68.70750000000001,20,0,0,2
Hasan Raza,242.0,39.9476923076923,13,0,0,1
Michael J Di Venuto,241.0,86.72222222222223,9,0,0,0
Craig M Wright,240.0,71.32333333333332,18,0,0,2
Dennis K Lillee,240.0,69.1714705882353,34,0,0,8
Suraj Randiv,239.0,61.379333333333335,15,0,0,2
Conganige R D Fernando,239.0,49.08210526315789,57,0,0,14
Joel Garner,238.0,59.31224999999999,40,0,0,7
Kevin J Arnott,238.0,43.19916666666666,12,0,0,0
George R Codrington,236.0,60.82666666666666,15,0,0,1
Khurram Manzoor,236.0,46.78142857142858,7,0,0,1
Gareth J Hopkins,236.0,63.46588235294115,17,0,0,3
Enamul Haque,236.0,56.219230769230776,26,0,0,1
John P Crawley,235.0,45.5525,12,0,0,2
Iftikhar Anjum,234.0,73.46147058823529,34,0,0,5
Philip Mustard,233.0,96.773,10,0,0,0
Robin J Peterson,231.0,83.99260869565217,23,0,0,4
Anderson M E Roberts,231.0,61.396562499999995,32,0,0,5
Trevor M Chappell,229.0,46.916923076923084,13,1,0,2
Shaul H U Karnain,229.0,52.18117647058824,17,0,0,2
Aasif Y Karim,228.0,46.232499999999995,24,0,0,7
Travis M Dowlin,228.0,37.77545454545455,11,1,0,3
Merwyn V Dillon,227.0,53.45921568627451,51,0,0,13
Andrew M J Hilditch,226.0,47.849999999999994,8,0,0,0
Brendon P Julian,224.0,81.49058823529411,17,0,0,4
Keith R Stackpole,224.0,63.21333333333334,6,0,0,0
John H Edrich,223.0,58.681666666666665,6,0,0,0
Hiren A Varaiya,223.0,54.67333333333334,33,0,0,2
Wasim Bari,221.0,64.48653846153846,26,0,0,0
Bapu K Venkatesh Prasad,221.0,57.53571428571427,63,0,0,18
Sarfraz Nawaz,221.0,51.01225806451613,31,0,0,7
Yalaka Venugopal Rao,218.0,51.03818181818181,11,0,0,2
Douglas R Lockhart,218.0,65.35727272727273,11,0,0,1
Eric O Simons,217.0,75.93111111111111,18,0,0,1
Franklyn A Rose,217.0,71.42521739130434,23,0,0,2
Vijay Dahiya,216.0,58.683333333333344,15,0,0,2
Harvir S Baidwan,215.0,65.4921052631579,19,0,0,3
Warren K Lees,215.0,71.58874999999999,24,0,0,1
Nehemiah O Perry,212.0,55.346875000000004,16,0,0,2
Champaka P H Ramanayake,210.0,59.71142857142858,35,0,0,8
Kaushal S Lokuarachchi,210.0,65.28333333333335,18,0,0,2
David A Warner,210.0,58.30899999999999,10,0,0,1
Tahir Naqqash,210.0,68.0213043478261,23,0,0,6
Mushtaq Mohammad,209.0,56.831111111111106,9,0,0,0
Gordon D Drummond,207.0,100.10625,16,0,0,1
Michael H W Papps,207.0,49.63666666666666,6,0,1,0
David L Bairstow,206.0,63.291999999999994,20,0,0,1
Paul E McEwan,204.0,61.51,15,0,0,0
Preston L Mommsen,204.0,50.973,10,0,0,0
Jerome E Taylor,204.0,72.98133333333334,30,0,0,5
Andrew D Poynter,201.0,43.355,12,0,0,4
Alan P E Knott,200.0,73.85714285714286,14,0,0,2
Andries J Burger,199.0,102.55166666666668,6,0,0,0
James M Anderson,199.0,35.03507936507937,63,0,0,21
Ravi Rampaul,199.0,66.06884615384615,26,0,0,5
Moin-Ul-Atiq,199.0,55.138,5,1,0,0
Makhaya Ntini,199.0,52.81595744680851,47,0,0,16
Nathan W Bracken,198.0,62.80114285714287,35,0,0,7
Gregory A Lamb,197.0,60.20357142857142,14,0,0,1
Ijaz Faqih,197.0,44.59684210526316,19,0,0,4
Murali Vijay,196.0,63.295454545454554,11,0,0,0
Suresh A Perera,195.0,57.70692307692308,13,0,0,2
Vikram S Rathore,193.0,60.16857142857144,7,0,0,0
Peter J Ingram ,193.0,89.54857142857142,7,0,0,0
Akram Raza,193.0,70.8512,25,0,0,5
Christopher Pringle,193.0,66.73,41,0,0,6
Clay J Smith,192.0,56.785,12,0,0,3
Duncan A G Fletcher,191.0,53.87166666666667,6,0,0,0
Trevor N Madondo,191.0,42.78846153846154,13,0,0,2
Saadat Ali,184.0,49.10857142857144,7,0,0,0
Eldine A E Baptiste,184.0,77.01249999999999,16,0,0,0
John A Rennie,183.0,47.00884615384616,26,0,0,7
Samantha I De Saram,183.0,70.89461538461539,13,0,0,0
Andre D Russell,181.0,97.29375,8,0,1,1
Jeffrey R Thomson,181.0,58.43033333333333,30,0,0,5
Bandula Warnapura,180.0,34.16583333333333,12,0,0,1
William F Stelling,180.0,57.44727272727273,11,0,0,1
Sanjay B Bangar,180.0,50.970000000000006,15,0,0,3
Dominic G Cork,180.0,53.8942857142857,21,0,0,5
Mazhar Hussain,179.0,54.91142857142857,7,0,0,0
Dale M Richards,179.0,62.089999999999996,8,0,0,0
Regis W Chakabva,176.0,60.05800000000001,10,0,0,2
Surinder C Khanna,176.0,53.160000000000004,10,0,0,1
Gregory C Dyer,174.0,74.19,13,0,0,1
Bruce R Blair,174.0,77.10571428571428,14,0,0,2
Martyn D Moxon,174.0,45.535000000000004,8,0,0,1
Graham R J Roope,173.0,48.32125,8,0,0,1
Simon B Doull,172.0,75.74,27,0,0,6
Hasibul Hussain,172.0,62.24538461538462,26,0,0,4
Trevin C Bastiampillai,172.0,59.84727272727273,11,0,0,1
Daniel K Morrison,171.0,53.32604651162791,44,0,0,12
Roland P Lefebvre,171.0,64.28,11,0,0,0
B M A Jeevan Mendis,171.0,74.95083333333334,12,0,0,0
Petrus S De Villiers,170.0,54.728611111111114,36,0,0,15
N L Thissara C  Perera,170.0,96.74071428571428,14,0,0,1
Shabir Noori,169.0,46.606249999999996,8,0,1,2
Richard A Jones,168.0,48.958000000000006,5,0,0,0
Andrew Richard Whittall,168.0,70.42057142857142,35,0,0,7
Jeroen Smits,168.0,39.098421052631586,19,0,0,4
John E Morris,167.0,69.32375,8,0,0,0
Richard S Gabriel,167.0,42.663636363636364,11,0,0,2
Justin L Ontong,167.0,74.63799999999999,15,0,0,1
Mohammad Amir,167.0,50.72666666666666,12,0,0,3
Daniel R Flynn,167.0,43.416923076923084,13,0,0,3
Haroon Rashid,166.0,45.997,10,0,0,0
Anthony McGrath,166.0,43.12583333333333,12,0,0,1
Donovan E S Maxwell,166.0,65.44800000000001,10,0,0,1
Tawanda Mupariwa,165.0,47.76892857142857,28,0,0,8
Ghulam A Parkar,165.0,45.722,10,0,0,0
Jan F Kloppenburg,165.0,44.050000000000004,6,1,0,1
Rohan B Kanhai,164.0,60.81,5,0,0,0
Ramesh R Powar,163.0,54.76842105263159,19,0,0,2
Timothy G Southee,162.0,75.00925925925927,27,0,0,6
Mahendra V Nagamootoo,162.0,83.51944444444445,18,0,0,2
Justin T C Vaughan,162.0,63.345000000000006,16,0,0,0
Sanjeewa K L de Silva,161.0,80.70833333333333,6,0,0,0
Craig D Cumming,161.0,43.35076923076924,13,0,0,3
Sylvester C Joseph,161.0,41.54818181818182,11,0,0,2
Peter E Cantrell,160.0,54.474000000000004,5,0,0,0
Justin L Langer,160.0,101.38,7,0,0,0
Kaushalya Weeraratne,160.0,92.87666666666665,10,0,0,0
C Malinga Bandara,160.0,65.62058823529412,17,0,0,3
Saleem Raza,159.0,86.57666666666667,6,0,0,0
Jacob J Martin,158.0,43.57875000000001,8,0,0,1
Atul C Bedade,158.0,69.44200000000001,10,0,0,0
Jahurul Islam,156.0,68.135,6,0,0,0
Matthew P Maynard,156.0,59.48583333333334,12,0,0,1
Moneeb M Iqbal,156.0,54.67999999999999,10,0,0,2
Ian J Gould,155.0,55.40357142857143,14,0,0,2
Clifton J Richards,154.0,52.338125,16,0,0,3
Mohammad Hussain,154.0,99.06083333333333,12,0,0,1
Garry J Cosier,154.0,74.72571428571429,7,0,0,1
Kirk A Edwards,153.0,48.586666666666666,9,0,0,2
Edgar Schiferli,153.0,76.89894736842105,19,0,0,4
Chetandra P S Chauhan,153.0,45.52428571428572,7,0,0,0
Anura N Ranasinghe,153.0,81.06875,8,0,0,2
Aaron J Redmond,152.0,61.6,6,0,0,0
Damien W Fleming,152.0,56.832580645161286,31,0,0,9
Rohan S Gavaskar,151.0,69.959,10,0,0,0
Mark W Alleyne,151.0,55.94749999999999,8,0,0,0
Brian F Hastings,151.0,51.74111111111111,9,0,0,1
Neil A Foster,150.0,76.97160000000001,25,0,0,3
Graham D Barlow,149.0,37.593333333333334,6,0,0,2
Amay R Khurasiya,149.0,69.53181818181818,11,0,0,1
Joshua H Davey,149.0,60.68125,8,0,0,0
Khalid Latif,147.0,60.132000000000005,5,0,0,1
Gregory M Strydom,147.0,48.339,10,0,0,2
David Williams,147.0,52.13956521739131,23,0,0,5
Shawn E Findlay,146.0,74.1425,8,0,0,0
Rikki Clarke,144.0,47.588461538461544,13,0,0,2
Dulip K Liyanage,144.0,73.69454545454545,11,0,0,0
Lamech N Onyango,144.0,73.75888888888888,18,0,0,3
Malachy B Loye,142.0,65.70714285714286,7,0,0,1
Dave Langford-Smith,142.0,90.62588235294118,17,0,0,3
Khurram Chohan,142.0,58.60647058823528,17,0,0,2
Christopher M Kuggeleijn,142.0,56.58,11,0,0,1
Craig R Matthews,141.0,62.30181818181818,22,0,0,4
Ottis D Gibson,141.0,79.01545454545455,11,0,0,1
David E Bernard,141.0,62.23166666666666,12,0,0,1
Vincent J Wells,141.0,63.07857142857143,7,0,0,0
Ashish Nehra,141.0,55.55608695652174,46,0,0,13
Shahid Saeed,141.0,37.335,10,0,0,0
Dale W Steyn,141.0,61.21181818181819,22,0,0,4
Angus R C Fraser,141.0,60.89650000000002,20,0,0,3
Atse F Buurman,140.0,78.23363636363636,11,0,0,2
Julien M Wiener,140.0,36.81285714285714,7,0,0,0
Kenneth H MacLeay,139.0,83.7176923076923,13,0,0,0
Matthew V Fleming,139.0,95.99800000000002,10,0,0,1
Ellawalakankanamage De Silva,138.0,56.4775,20,0,0,2
Graham N Edwards,138.0,62.53833333333333,6,0,0,1
Rodney M Hogg,137.0,59.778857142857134,35,0,0,8
Anura P B Tennekoon,137.0,53.095,4,0,0,1
Robert J Bailey,137.0,74.4075,4,0,0,0
Sunil R D Wettimuny,136.0,62.596666666666664,3,0,0,0
Vijay R R Bhardwaj,136.0,64.80555555555556,9,0,0,1
Geoffrey Miller,136.0,38.915000000000006,18,0,0,4
Lawrence G Rowe,136.0,43.30875,8,0,0,0
Nitish R Kumar ,135.0,41.42444444444445,9,0,0,0
Patrick A Browne,134.0,74.89800000000001,5,0,0,0
Arshad Khan,133.0,57.18034482758622,29,0,0,7
Matthew D Bell,133.0,45.19142857142857,7,0,0,0
Ryan J Sidebottom,133.0,73.93888888888888,18,0,0,2
Rajesh K Chauhan,132.0,59.46555555555556,18,0,0,5
Daniel Keulder,132.0,40.34,6,0,0,1
Usman Limbada,132.0,69.25142857142856,7,0,0,0
Bazid Khan,131.0,38.54,5,0,0,1
Mannava S K Prasad,131.0,52.10727272727272,11,0,0,2
Robert J Nicol,131.0,69.68666666666667,3,1,0,0
Timothy J Zoehrer,130.0,71.51066666666665,15,0,0,2
Nasir Hossain,130.0,78.878,5,0,0,1
Robert W Taylor,130.0,41.86235294117647,17,0,0,2
Rodney J Trott,130.0,44.09,10,0,0,1
Sajid Ali,130.0,46.01833333333334,12,0,0,0
Frank C Hayes,128.0,54.173333333333325,6,0,0,0
Trevor E Jesty,127.0,49.861,10,0,0,2
Douglas T Hondo,127.0,41.927241379310345,30,0,0,10
Andre Nel,127.0,85.7390909090909,22,0,0,5
Murali Kartik,126.0,59.07928571428572,14,0,0,1
Saeed Ajmal,126.0,46.06310344827587,29,0,0,8
Dhiman Ghosh,126.0,49.038333333333334,12,0,0,3
Thelston R O Payne,126.0,59.665000000000006,4,0,0,0
Charith P Senanayake,126.0,54.419999999999995,7,0,0,1
Philip A Jaques,125.0,38.89166666666667,6,0,1,1
Laurie R Williams,124.0,50.627692307692314,13,0,0,2
Alester Maregwede,124.0,47.2590909090909,11,0,0,1
Martin van Jaarsveld,124.0,59.444285714285705,7,0,0,1
Anthony I C Dodemaide,124.0,93.145,16,0,0,1
Johanne A Samarasekera,124.0,51.93666666666666,6,0,0,0
Grant A Paterson,123.0,31.441000000000003,10,0,0,1
Ravichandran Ashwin,123.0,84.02090909090909,11,0,0,3
Brenton A Parchment,122.0,50.55285714285714,7,0,0,0
Chris R M Douglas,122.0,55.765,2,0,0,0
Arun Lal,122.0,35.76153846153846,13,0,0,4
Rajesh L Bhudia,122.0,99.52000000000001,5,0,0,0
Sandeep K Gupta,121.0,44.075,10,0,0,3
Gerald J A F Aponso,120.0,41.57749999999999,4,0,0,0
Lakshmipathy Balaji,120.0,72.184375,16,0,0,3
Shahid Mahboob,119.0,47.92166666666666,6,0,0,1
Vijay Yadav,118.0,76.27,12,0,0,2
Jeremy N Snape,118.0,67.78714285714285,7,0,0,0
Daren B Powell,118.0,44.622,25,0,0,8
Ewen J Chatfield,118.0,33.064166666666665,48,0,0,18
Floyd L Reifer,117.0,46.73500000000001,8,0,0,0
David H Brain,117.0,58.873333333333335,18,0,0,2
Ngonidzashe B Mahwire,117.0,49.99368421052632,19,0,0,3
Morne Morkel,116.0,60.78368421052631,19,0,0,4
Wayne D Parnell,116.0,71.85875,8,0,0,1
Azam Khan,116.0,58.7,5,0,0,0
Arshad Ayub,116.0,68.16058823529413,17,0,0,2
Phillippe H Edmonds,116.0,58.68055555555557,18,0,0,4
Tausif Ahmed,116.0,50.71759999999999,25,0,0,7
Glenn D McGrath,115.0,39.576617647058825,68,0,0,32
Gagan K Khoda,115.0,57.705,2,0,0,0
Graham R Dilley,114.0,56.30111111111111,18,0,0,5
Karsan D Ghavri,114.0,60.260625000000005,16,0,0,1
Farokh M Engineer,114.0,53.53,4,0,0,0
Darren L Maddy,113.0,41.95499999999999,6,0,0,1
Naved Anjum,113.0,65.25666666666667,12,0,0,1
Malachi O Jones,113.0,63.25999999999999,12,0,0,1
Russell D M Leverock,112.0,43.002631578947366,19,0,0,2
Mark J Cosgrove,112.0,80.38333333333333,3,0,0,0
Hasan Jamil,111.0,110.292,5,0,0,0
Manoj K Tiwary,110.0,75.2642857142857,7,0,0,0
Robin D Brown,110.0,26.861428571428572,7,0,0,0
Rashid Khan,110.0,70.98733333333332,15,0,0,1
Christopher L Smith,109.0,42.325,4,0,0,0
Sulieman J Benn,109.0,70.18375,16,0,0,3
Mark G Burmester,109.0,59.57857142857142,7,0,0,0
Steven John Rhodes,107.0,61.879999999999995,8,0,0,1
B Ajantha W Mendis,106.0,58.23346153846153,26,0,0,9
Geoffrey Cook,106.0,36.76499999999999,6,0,0,0
Christopher R Foggo,106.0,67.0825,4,0,0,0
Faruk Ahmed,105.0,32.23571428571429,7,0,0,1
Trevor J Laughlin,105.0,64.414,5,0,0,0
Peter M Toohey,105.0,76.7075,4,0,0,0
Rudra P  Singh Jr,104.0,45.6455,20,0,0,4
Corey D Collymore,104.0,40.452571428571424,35,0,0,12
Brendan P Nash,104.0,81.35571428571427,7,0,0,0
Mark W Priest,103.0,40.58142857142857,14,0,0,2
Jeffrey W Wilson,103.0,71.47166666666666,6,0,0,1
Shafiul Islam,102.0,47.23000000000001,21,0,0,6
Wayne Robert James,101.0,37.458749999999995,8,0,0,1
Tabarak Dar,101.0,58.24249999999999,4,0,0,0
Timothy A Lloyd,101.0,42.61666666666667,3,0,0,0
Ryan O Hinds,101.0,61.20666666666667,9,0,0,0
Ellukutige R N S Fernando,101.0,54.077999999999996,5,0,0,2
Gary B Troup,101.0,62.241666666666674,12,0,0,2
Arshad Laeeq,101.0,40.565,6,0,0,1
Shahzaib Hasan,100.0,85.91666666666667,3,0,0,0
Neil M K Smith,100.0,78.68833333333333,6,0,0,0
Steven Elworthy,100.0,70.68499999999999,16,0,0,3
Surinder Amarnath,100.0,68.74333333333333,3,0,0,0
Mervyn G Hughes,100.0,67.35058823529413,17,0,0,5
